Date,Product_ID,Demand,Seasonality,Lead_Time_Days
2019-09-07,76,64.38040577855097,Spring,24
2018-07-29,20,52.39240242176953,Winter,20
2018-10-06,59,11.543669324842504,Winter,4
2020-10-01,91,30.80195953658133,Fall,11
2022-03-01,78,25.21414118745037,Summer,2
2019-10-22,22,59.051232736474674,Summer,15
2022-08-15,4,57.263229392395836,Summer,14
2020-04-27,36,66.48059916813088,Spring,24
2022-07-12,5,80.75263448939037,Summer,23
2022-07-13,2,11.726940946275601,Winter,1
2021-04-08,52,45.022059604857844,Spring,13
2019-08-17,73,45.6712969663474,Winter,16
2018-06-14,94,35.279935915517854,Summer,8
2019-11-02,95,32.37035544226492,Winter,9
2021-10-19,81,72.58189741715528,Summer,20
2022-05-29,10,15.389440653196244,Fall,2
2019-09-05,64,39.95389965725201,Summer,8
2018-04-25,56,31.246117471575737,Spring,6
2020-06-20,84,15.72099111490888,Fall,3
2020-11-18,35,28.788815908359787,Spring,2
2022-10-23,56,27.378226976195865,Fall,13
2019-04-01,48,43.08205497476693,Spring,14
2022-10-27,76,63.68063405115059,Summer,16
2021-08-12,97,95.7129537000024,Summer,28
2019-10-26,6,73.6620759406874,Winter,27
2018-09-08,39,66.72523950686701,Summer,17
2019-06-22,23,24.732198217642903,Winter,8
2020-05-12,9,40.93181821456412,Summer,7
2020-07-02,8,37.4881050456233,Spring,9
2021-04-17,41,23.936511463474904,Fall,10
2019-06-15,71,35.967448206584905,Summer,7
2021-03-06,1,27.950226440181986,Fall,10
2018-07-19,33,80.10474302998502,Spring,28
2018-01-03,83,51.30600473131021,Fall,30
2020-07-17,63,28.66211730428634,Summer,6
2020-06-18,63,96.45956745052226,Summer,26
2019-03-21,7,16.78007912760534,Fall,2
2018-12-11,13,26.406436566082977,Fall,11
2021-02-10,96,44.45489580504342,Spring,14
2019-08-14,82,53.330266983623815,Fall,28
2021-07-01,40,86.4883286743651,Summer,24
2019-11-28,77,10.575478792293145,Fall,2
2021-10-05,73,24.367500735208615,Fall,11
2021-12-18,98,26.162410116705303,Fall,13
2019-06-02,72,55.016835245303945,Fall,28
2018-08-24,25,56.962949873427675,Spring,20
2020-11-02,19,23.914752950515503,Summer,3
2020-11-13,51,33.30019499109055,Winter,12
2020-11-03,15,8.795173333560735,Winter,1
2018-11-07,27,74.9893375027707,Spring,25
2022-05-02,75,27.836064147157202,Fall,13
2019-10-18,38,17.18870225130093,Fall,5
2022-05-12,61,14.24555384108349,Fall,3
2019-04-11,63,20.46950311520372,Winter,8
2022-10-13,37,76.33640720987331,Summer,19
2021-03-08,81,13.036148087312611,Fall,5
2020-11-17,81,56.45780675037327,Fall,29
2021-10-07,43,35.950025089647504,Summer,7
2020-02-09,23,10.667881092589488,Winter,4
2021-05-02,26,24.050738182163098,Summer,2
2022-09-11,31,55.55066877164453,Winter,20
2022-11-13,86,70.59021672843205,Winter,25
2020-04-23,89,74.5654255348808,Winter,29
2019-03-13,48,93.81510430736041,Summer,26
2018-12-13,36,65.31252906988479,Winter,24
2021-11-28,1,40.41621474361676,Fall,21
2021-01-30,66,20.60606390016617,Winter,7
2021-02-26,43,71.9326724571825,Summer,19
2018-01-08,48,42.681444429034286,Spring,10
2018-12-14,65,67.61795202028166,Winter,24
2018-06-15,18,69.61741677751641,Summer,18
2022-02-16,66,41.979238784862694,Spring,12
2019-12-20,43,43.17558141245692,Fall,21
2021-02-28,17,41.03986793526241,Spring,9
2020-12-07,20,66.40912735177582,Winter,25
2018-09-27,70,76.77096391823548,Winter,29
2019-11-04,6,15.059181687163399,Winter,6
2019-06-27,74,46.898378390145,Winter,15
2018-10-30,39,77.20253849484115,Winter,30
2018-09-01,92,51.7924432852419,Summer,11
2020-02-23,44,58.61946790730528,Spring,19
2018-09-02,43,37.30232888472059,Summer,6
2019-12-09,67,3.1341303134091696,Winter,1
2021-02-04,40,41.65022250519678,Spring,13
2018-10-03,89,59.99723716545668,Summer,14
2020-11-23,91,34.95203326193614,Spring,7
2020-04-05,7,79.23401229658805,Summer,23
2019-05-31,85,67.94597838659635,Winter,27
2020-06-25,17,36.31031411130017,Summer,8
2020-01-10,25,71.12431936196381,Winter,25
2018-09-27,76,59.65349918588986,Spring,19
2020-04-18,73,35.56827799615864,Spring,10
2022-04-08,24,45.5746666592278,Summer,10
2021-08-13,94,52.03724543844361,Winter,18
2021-08-14,69,22.33163288341612,Summer,3
2018-06-29,20,32.16105789481837,Fall,18
2018-06-27,57,59.72668222066151,Winter,23
2022-02-25,64,63.95928165583085,Winter,23
2019-09-14,72,78.03376558234397,Summer,21
2019-03-03,15,45.263588609677996,Fall,25
2021-10-19,64,32.195251034327086,Fall,18
2018-08-02,60,30.785166155244152,Summer,5
2019-01-01,8,51.58633994873198,Summer,11
2021-02-08,26,49.2966196474831,Spring,17
2022-06-09,83,45.20968009538652,Fall,26
2018-06-05,35,20.714833926282893,Summer,2
2020-09-17,65,36.78204985229749,Spring,6
2019-07-29,95,34.28376322581496,Winter,10
2020-05-19,52,46.570304417843715,Winter,16
2019-08-24,21,43.60539486407038,Spring,14
2022-07-12,100,81.48815202883691,Spring,30
2020-09-07,52,66.51972809688918,Summer,16
2020-04-19,91,64.138720750237,Summer,18
2020-03-13,64,31.80452438437711,Winter,10
2018-09-22,55,34.34307954185879,Spring,7
2021-10-26,88,46.76720365372823,Fall,26
2022-06-15,6,48.43418092764833,Spring,14
2020-10-14,23,22.04301576213906,Fall,6
2022-05-30,85,25.224978789920108,Summer,3
2021-09-19,25,70.18006937792957,Winter,28
2022-02-12,46,44.43108506440473,Winter,14
2021-11-12,83,21.036708898739725,Fall,9
2018-12-20,40,22.5280873687733,Spring,1
2020-02-05,65,65.39693415961743,Summer,18
2020-01-10,71,44.42252042792463,Fall,25
2021-09-04,74,79.50131406853939,Summer,22
2022-07-07,44,66.09368571545954,Winter,26
2022-04-14,13,57.855078280817295,Winter,20
2018-06-28,20,66.09494741345142,Winter,23
2021-12-18,41,70.37574445671066,Spring,24
2022-09-07,1,34.92353819535096,Summer,5
2020-10-19,1,30.688169380145396,Fall,17
2019-09-17,56,77.55047361603391,Spring,29
2018-01-10,3,105.121798391024,Summer,29
2020-03-15,77,99.91540793680397,Summer,27
2020-02-14,47,73.73123239153371,Spring,27
2022-06-21,23,53.267545328771725,Spring,16
2020-04-15,54,39.61555334039328,Winter,15
2020-05-08,4,62.35898869601588,Summer,15
2018-09-19,1,27.882586080218907,Fall,9
2020-03-27,85,98.36574135826635,Summer,27
2020-03-30,59,44.43653479348153,Summer,10
2020-11-26,32,34.0828850384173,Summer,8
2020-09-29,18,63.33861150223716,Winter,23
2020-10-31,18,88.89044521585265,Summer,23
2021-11-19,97,75.11336025617729,Spring,29
2020-02-04,81,41.06015633248414,Summer,9
2020-02-13,72,42.16423247259823,Fall,20
2022-05-20,20,54.37154051956594,Fall,28
2022-03-06,92,75.13064203629197,Spring,27
2020-07-02,78,47.25173261192556,Fall,28
2018-08-16,3,26.30445343913101,Fall,12
2021-03-03,32,67.11838966830821,Summer,19
2018-08-12,55,36.404008519669674,Fall,20
2022-05-12,94,35.418781734482906,Winter,12
2019-07-08,86,87.78713317474,Summer,23
2021-01-09,56,69.10809502494928,Spring,27
2020-06-30,56,70.19567810431317,Spring,25
2019-01-10,84,23.122785596176904,Fall,6
2018-03-11,37,51.75823591129993,Spring,18
2019-02-28,16,40.0738098006242,Winter,13
2020-02-26,20,61.84679389170875,Spring,22
2022-05-08,82,67.91568523269113,Spring,26
2018-02-01,18,38.423398128670165,Fall,20
2021-06-29,66,50.70850222579496,Summer,11
2021-11-08,8,69.84439342400543,Winter,26
2020-12-21,30,62.65230066072442,Summer,15
2018-06-28,7,33.00861247876616,Spring,6
2020-02-27,61,63.89441174749852,Winter,25
2019-06-11,22,40.57191051097796,Spring,12
2019-05-30,56,32.69661839587492,Fall,18
2018-10-25,18,99.64659630646882,Summer,29
2021-06-22,4,35.79189574888734,Spring,10
2018-10-03,85,43.002158869691456,Fall,22
2019-12-04,71,75.57392172473119,Spring,29
2021-02-19,64,99.81400726839821,Summer,27
2019-10-05,54,54.5964172356396,Summer,13
2018-05-29,96,86.04218352489522,Summer,23
2022-11-26,76,68.43303151148066,Summer,17
2022-01-29,45,38.248550426386565,Spring,7
2018-06-02,39,59.05187427831452,Winter,23
2020-09-02,75,15.198673931129314,Fall,4
2020-11-05,57,16.50388559131171,Fall,4
2019-05-21,13,78.10278220064353,Winter,28
2019-12-22,62,63.348299680220904,Summer,15
2018-04-25,86,77.52083768610714,Winter,28
2018-06-18,32,71.86398009196571,Spring,24
2019-05-25,38,81.28814825500791,Winter,30
2022-07-15,98,16.043225797658536,Summer,1
2019-06-12,45,47.14086751802521,Summer,11
2019-02-19,71,18.124691489106237,Spring,1
2019-01-18,90,44.452274387764106,Spring,11
2020-06-17,70,20.621134656343255,Summer,1
2021-12-01,90,62.03818448561516,Winter,23
2020-04-22,81,75.29870898251991,Spring,29
2021-11-13,71,27.954296386627185,Spring,4
2018-04-11,61,24.52185174892269,Summer,2
2018-02-03,57,22.600661684138906,Summer,4
2018-10-15,39,66.9887149588207,Winter,23
2021-07-31,99,4.661224583374545,Winter,1
2020-12-29,71,22.319537705034158,Spring,3
2019-10-31,66,87.39163322529708,Summer,24
2019-09-17,56,25.809403010717034,Summer,2
2022-06-05,22,51.210465658361514,Fall,25
2022-11-06,100,80.1682988443723,Summer,22
2018-11-28,36,31.051695410590284,Winter,10
2018-12-24,29,48.041762849666924,Fall,27
2021-06-29,81,21.28814646330519,Fall,10
2019-10-16,13,38.2908850528173,Fall,19
2020-01-03,64,5.926202497280756,Winter,2
2019-02-01,4,30.89354518439244,Spring,4
2022-02-05,100,26.12481659242949,Fall,10
2020-03-02,94,49.26659913623045,Spring,14
2020-06-11,43,18.10553036304068,Winter,4
2021-08-19,48,76.31544810319481,Winter,27
2021-07-20,31,67.48638599957525,Spring,23
2021-12-17,86,35.14140285801761,Summer,6
2021-02-11,94,17.057427307930944,Fall,6
2018-06-10,16,31.344872607418583,Fall,12
2019-09-07,79,77.25173374192602,Winter,27
2022-05-07,61,54.79761227381839,Fall,28
2022-07-18,91,31.262851121350053,Winter,11
2018-04-29,67,27.14630907193786,Fall,11
2022-08-08,52,8.066369126482996,Fall,2
2018-04-18,12,51.473964252709614,Summer,12
2022-01-17,59,50.368926257151415,Spring,13
2018-03-16,35,65.17785556884405,Summer,18
2019-12-30,40,17.786161303201606,Fall,5
2022-03-08,79,67.802152496407,Winter,26
2020-07-02,84,48.18761271268389,Spring,15
2022-01-12,27,63.171992003933106,Winter,25
2020-11-26,10,23.05924589415788,Spring,2
2021-07-19,91,21.87155281169788,Summer,1
2018-08-31,56,102.65245314391827,Summer,30
2021-12-31,36,103.4217100316597,Summer,29
2018-06-06,27,62.19516109654003,Winter,22
2022-08-24,59,42.42823338917391,Winter,16
2021-10-23,98,47.42383753939189,Fall,23
2021-05-07,73,17.317225819669876,Winter,6
2021-11-29,80,84.05045752573884,Spring,30
2019-01-03,39,15.80820930641303,Fall,1
2022-04-26,1,70.34419504423421,Winter,27
2022-02-10,22,56.06339121539165,Fall,29
2021-03-30,31,33.35514689645499,Spring,8
2018-01-19,29,32.92647649253152,Summer,7
2019-09-26,55,51.48409808399445,Winter,18
2018-08-01,68,12.467522191163734,Fall,3
2020-09-10,34,28.55275243160309,Fall,15
2019-03-04,81,82.44084783106963,Summer,22
2018-02-06,51,55.14715034274426,Spring,19
2021-01-15,97,39.690193191380715,Summer,7
